,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price,#VALUE!
1711,2000,Juhu,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,80000000,40000
2140,3049,Juhu,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,120000000,39357.16628
5403,600,Juhu,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,23200000,38666.66667
2449,1800,Juhu,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67500000,37500
2941,2800,Juhu,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,105000000,37500
2137,1634,Juhu,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60000000,36719.70624
3208,1500,Juhu,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000,36666.66667
3209,1500,Juhu,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,55000000,36666.66667
2386,1250,Juhu,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,45000000,36000
2375,5460,Juhu,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180000000,32967.03297
2566,1080,Juhu,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35000000,32407.40741
2509,4320,Juhu,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140000000,32407.40741
2138,872,Juhu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27000000,30963.30275
2175,1800,Juhu,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1,52500000,29166.66667
4013,960,Juhu,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27500000,28645.83333
2576,1080,Juhu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,27777.77778
5458,1000,Juhu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,23000
5792,1050,Juhu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500000,16666.66667
443,756,Juhu,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,11000000,14550.26455
3754,1100,Kalyan,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1,13100000,11909.09091
1949,660,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7500000,11363.63636
5416,570,Kalyan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6300000,11052.63158
1954,660,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7100000,10757.57576
1947,430,Kalyan,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4580000,10651.16279
1936,755,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7959999,10543.04503
5783,999,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,1,0,1,10500000,10510.51051
1955,790,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,8300000,10506.32911
1944,430,Kalyan,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4380000,10186.04651
3884,865,Kalyan,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,8600000,9942.196532
1945,485,Kalyan,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,4800000,9896.907216
1950,455,Kalyan,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4450000,9780.21978
1938,413,Kalyan,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3979999,9636.801453
1960,440,Kalyan,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4200000,9545.454545
5463,800,Kalyan,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7500000,9375
4739,1100,Kalyan,2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,10000000,9090.909091
3662,1340,Kalyan,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,12000000,8955.223881
1961,417,Kalyan,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3700000,8872.901679
1958,525,Kalyan,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4650000,8857.142857
1939,465,Kalyan,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4100000,8817.204301
1959,663,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5800000,8748.11463
2089,596,Kalyan,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,5200000,8724.832215
3858,935,Kalyan,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,8000000,8556.149733
5096,800,Kalyan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6800000,8500
3759,955,Kalyan,2,0,1,1,1,0,1,1,1,1,0,0,0,0,1,8000000,8376.963351
3667,759,Kalyan,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6299000,8299.077734
3745,920,Kalyan,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7600000,8260.869565
5786,390,Kalyan,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3200000,8205.128205
3943,1110,Kalyan,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,9100000,8198.198198
4901,1045,Kalyan,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,8500000,8133.971292
4902,1045,Kalyan,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,8500000,8133.971292
4745,950,Kalyan,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7700000,8105.263158
4942,1050,Kalyan,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,8500000,8095.238095
3756,625,Kalyan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5000000,8000
3874,695,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,5500000,7913.669065
1940,610,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4800000,7868.852459
1943,650,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5060000,7784.615385
1953,450,Kalyan,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3500000,7777.777778
3706,970,Kalyan,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,7500000,7731.958763
2321,999,Kalyan,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,7700000,7707.707708
3887,585,Kalyan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4500000,7692.307692
3661,1300,Kalyan,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0,10000000,7692.307692
3779,1560,Kalyan,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,12000000,7692.307692
3705,695,Kalyan,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,5300000,7625.899281
5431,1115,Kalyan,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8500000,7623.318386
5686,977,Kalyan,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,7400000,7574.206755
5961,555,Kalyan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4200000,7567.567568
3613,900,Kalyan,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,6800000,7555.555556
5964,1060,Kalyan,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7998999,7546.225472
3707,970,Kalyan,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,7300000,7525.773196
3949,1200,Kalyan,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9000000,7500
3892,695,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,5200000,7482.014388
3914,1120,Kalyan,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1,8300000,7410.714286
5971,1080,Kalyan,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7998999,7406.480556
5530,947,Kalyan,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7000000,7391.763464
679,950,Kalyan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,7368.421053
1911,600,Kalyan,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4400000,7333.333333
5648,1100,Kalyan,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,8064000,7330.909091
3880,1095,Kalyan,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,8000000,7305.936073
5976,565,Kalyan,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4099000,7254.867257
5632,1700,Kalyan,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,12300000,7235.294118
5781,595,Kalyan,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,4300000,7226.890756
1941,610,Kalyan,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4380000,7180.327869
1942,610,Kalyan,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4380000,7180.327869
5088,1050,Kalyan,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7500000,7142.857143
977,7000,Kalyan,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,50000000,7142.857143
5911,1545,Kalyan,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1,11000000,7119.7411
4939,565,Kalyan,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4000000,7079.646018
5970,1431,Kalyan,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,10100000,7058.001398
5440,880,Kalyan,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6200000,7045.454545
4742,966,Kalyan,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,6800000,7039.337474
3877,1140,Kalyan,2,0,1,1,0,0,0,1,1,1,0,0,1,0,0,8000000,7017.54386
3535,800,Kalyan,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,5500000,6875
5323,1500,Kalyan,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1,10200000,6800
5924,1060,Kalyan,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7200000,6792.45283
3748,635,Kalyan,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4300000,6771.653543
3752,975,Kalyan,2,0,1,1,1,0,1,0,1,1,1,0,0,1,1,6600000,6769.230769
2329,695,Kalyan,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,4700000,6762.589928
2339,695,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,4700000,6762.589928
5920,1060,Kalyan,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1,7150000,6745.283019
1681,1127,Kalyan,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7600000,6743.566992
3947,760,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100000,6710.526316
3948,760,Kalyan,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5100000,6710.526316
6336,635,Kalyan,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,4250000,6692.913386
5620,868,Kalyan,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1,5800000,6682.02765
4940,900,Kalyan,2,0,1,1,0,0,1,1,1,0,1,0,0,1,1,6000000,6666.666667
4941,900,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,6000000,6666.666667
5983,750,Kalyan,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,4999000,6665.333333
3881,1495,Kalyan,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,9900000,6622.073579
3950,695,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600000,6618.705036
5520,635,Kalyan,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,4200000,6614.173228
5923,1060,Kalyan,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1,7000000,6603.773585
2087,410,Kalyan,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,2700000,6585.365854
5928,350,Kalyan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2300000,6571.428571
5526,700,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,4600000,6571.428571
3618,657,Kalyan,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,4300000,6544.901065
5534,1300,Kalyan,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8500000,6538.461538
5982,964,Kalyan,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6300000,6535.26971
3488,1060,Kalyan,2,0,1,1,1,0,1,1,1,1,0,1,0,1,1,6900000,6509.433962
5974,768,Kalyan,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,4999000,6509.114583
5621,676,Kalyan,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,4400000,6508.87574
5978,650,Kalyan,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,4200000,6461.538462
3879,700,Kalyan,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,4500000,6428.571429
3537,655,Kalyan,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,4200000,6412.21374
3922,390,Kalyan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2500000,6410.25641
3642,640,Kalyan,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4100000,6406.25
3888,595,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800000,6386.554622
1714,1065,Kalyan,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,6800000,6384.976526
1191,550,Kalyan,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,3500000,6363.636364
3890,550,Kalyan,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3500000,6363.636364
3883,945,Kalyan,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6000000,6349.206349
3750,950,Kalyan,2,0,1,1,0,0,1,1,1,0,1,0,0,1,1,6000000,6315.789474
5980,650,Kalyan,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,4100000,6307.692308
5981,650,Kalyan,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,4100000,6307.692308
434,575,Kalyan,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3600000,6260.869565
5609,725,Kalyan,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4500000,6206.896552
2088,565,Kalyan,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3500000,6194.690265
5969,860,Kalyan,2,0,1,1,1,1,1,1,1,0,0,0,0,1,0,5299000,6161.627907
770,1220,Kalyan,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7500000,6147.540984
3668,685,Kalyan,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4200000,6131.386861
5608,735,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,6122.44898
5967,982,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,6000000,6109.979633
3520,1130,Kalyan,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,6900000,6106.19469
5394,607,Kalyan,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3700000,6095.551895
4730,585,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,3550000,6068.376068
3920,390,Kalyan,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2350000,6025.641026
3937,390,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350000,6025.641026
3832,665,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,6015.037594
3833,665,Kalyan,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,4000000,6015.037594
3894,665,Kalyan,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4000000,6015.037594
3923,665,Kalyan,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,4000000,6015.037594
3924,665,Kalyan,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,4000000,6015.037594
5957,650,Kalyan,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3900000,6000
4003,800,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,4800000,6000
4895,800,Kalyan,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,4800000,6000
2190,650,Kalyan,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,3890000,5984.615385
4744,605,Kalyan,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,3600000,5950.413223
444,670,Kalyan,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,3985000,5947.761194
3885,421,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,5938.24228
4743,607,Kalyan,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,3599000,5929.159802
3891,880,Kalyan,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,5200000,5909.090909
5962,950,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5599000,5893.684211
4893,607,Kalyan,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3550000,5848.434926
4007,650,Kalyan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3800000,5846.153846
5973,688,Kalyan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3999000,5812.5
3762,620,Kalyan,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,3599000,5804.83871
4010,982,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5675000,5779.022403
4891,607,Kalyan,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,3500000,5766.062603
5986,966,Kalyan,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5500000,5693.581781
5977,650,Kalyan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3699000,5690.769231
5206,933,Kalyan,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,5300000,5680.600214
4011,1000,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5650000,5650
2819,855,Kalyan,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,4800000,5614.035088
2189,980,Kalyan,2,1,1,1,0,0,1,1,1,1,1,0,0,1,1,5500000,5612.244898
3876,695,Kalyan,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3900000,5611.510791
1839,1000,Kalyan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600000,5600
4729,585,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,3250000,5555.555556
5776,720,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,4000000,5555.555556
5979,810,Kalyan,2,0,1,1,1,0,1,1,1,0,1,1,0,1,0,4500000,5555.555556
5975,810,Kalyan,2,0,1,1,1,0,1,1,1,0,1,1,0,1,0,4499000,5554.320988
4005,577,Kalyan,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,3200000,5545.92721
4012,577,Kalyan,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,3200000,5545.92721
4892,625,Kalyan,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3450000,5520
4004,580,Kalyan,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,3200000,5517.241379
2820,600,Kalyan,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,3300000,5500
5966,600,Kalyan,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,3300000,5500
5963,950,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5200000,5473.684211
4991,585,Kalyan,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,3200000,5470.08547
5972,607,Kalyan,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,3300000,5436.573311
4903,600,Kalyan,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,3250000,5416.666667
4938,600,Kalyan,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,3250000,5416.666667
5984,600,Kalyan,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,3250000,5416.666667
5538,740,Kalyan,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,4000000,5405.405405
5965,585,Kalyan,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,3150000,5384.615385
4006,600,Kalyan,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,3200000,5333.333333
4894,600,Kalyan,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,3200000,5333.333333
2966,950,Kalyan,2,0,1,1,1,0,1,1,1,0,0,0,0,1,1,5000000,5263.157895
4008,650,Kalyan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3400000,5230.769231
4009,1000,Kalyan,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5200000,5200
2821,880,Kalyan,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,5113.636364
3536,1080,Kalyan,2,0,1,1,0,1,1,1,1,1,1,1,0,0,0,5500000,5092.592593
3889,890,Kalyan,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4500000,5056.179775
5245,960,Kalyan,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4750000,4947.916667
4806,650,Kalyan,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,3150000,4846.153846
190,525,Kalyan,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,2375000,4523.809524
5985,1000,Kalyan,2,0,1,1,1,0,1,1,1,1,1,0,0,0,1,4500000,4500
4740,450,Kalyan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,4444.444444
3632,600,Kalyan,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2500000,4166.666667
3669,1397,Kalyan,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,5500000,3937.007874
5956,700,Kalyan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2750000,3928.571429
331,625,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6250000,10000
740,1700,Kamothe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16000000,9411.764706
376,660,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6200000,9393.939394
1869,1129,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10400000,9211.691763
737,619,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5600000,9046.849758
736,619,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5500000,8885.298869
1864,1129,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000000,8857.395926
388,620,Kamothe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5460000,8806.451613
5119,365,Kamothe,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3200000,8767.123288
299,1255,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11000000,8764.940239
371,619,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5425000,8764.135703
1612,1560,Kamothe,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,13500000,8653.846154
327,578,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000,8650.519031
6309,930,Kamothe,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,8000000,8602.150538
298,1260,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,10800000,8571.428571
1290,670,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5700000,8507.462687
387,940,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7950000,8457.446809
1870,605,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5100000,8429.752066
394,940,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7900000,8404.255319
330,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000,8333.333333
1871,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000,8333.333333
335,530,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4400000,8301.886792
1645,665,Kamothe,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5500000,8270.676692
1868,630,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5200000,8253.968254
5352,655,Kamothe,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,5400000,8244.274809
5494,1252,Kamothe,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,10300000,8226.837061
1865,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4925000,8208.333333
4598,550,Kamothe,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4500000,8181.818182
1881,650,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5300000,8153.846154
5366,1045,Kamothe,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1,8500000,8133.971292
1876,1540,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12500000,8116.883117
3742,1050,Kamothe,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,8500000,8095.238095
5471,660,Kamothe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5300000,8030.30303
372,710,Kamothe,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,5700000,8028.169014
373,887,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7100000,8004.509583
332,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4800000,8000
392,600,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4800000,8000
1879,600,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4800000,8000
1878,1225,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9800000,8000
5292,2000,Kamothe,3,0,1,1,1,0,1,0,1,1,0,0,0,1,0,16000000,8000
6303,2250,Kamothe,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,18000000,8000
1627,1128,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,9000000,7978.723404
1703,1450,Kamothe,3,0,1,1,1,1,1,1,0,1,1,0,1,0,0,11500000,7931.034483
1877,1565,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12400000,7923.322684
1818,620,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4900000,7903.225806
1872,1000,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7900000,7900
6311,950,Kamothe,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,7500000,7894.736842
1644,1192,Kamothe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9400000,7885.90604
760,1089,Kamothe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8500000,7805.325987
745,410,Kamothe,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3200000,7804.878049
308,1180,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9200000,7796.610169
1867,1565,Kamothe,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12200000,7795.527157
391,1100,Kamothe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,8575000,7795.454545
1880,635,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4950000,7795.275591
3775,1168,Kamothe,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1,9100000,7791.09589
3857,1168,Kamothe,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,9100000,7791.09589
374,1005,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7800000,7761.19403
1874,1225,Kamothe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9500000,7755.102041
418,350,Kamothe,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2700000,7714.285714
328,650,Kamothe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000,7692.307692
378,650,Kamothe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5000000,7692.307692
386,900,Kamothe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,6900000,7666.666667
6149,1010,Kamothe,2,0,1,1,1,0,1,0,1,1,1,0,0,1,1,7700000,7623.762376
6320,1050,Kamothe,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,8000000,7619.047619
