,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price,#VALUE!
769,1005,Thane,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,9000000,8955.223881
4565,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2900000,8950.617284
1888,1209,Thane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10800000,8933.002481
5273,1075,Thane,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,9601000,8931.162791
4761,2240,Thane,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,20000000,8928.571429
4020,1065,Thane,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,9500000,8920.187793
1359,550,Thane,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4900000,8909.090909
957,630,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5600000,8888.888889
3953,675,Thane,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,6000000,8888.888889
4560,324,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2875000,8873.45679
4561,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2875000,8873.45679
4466,620,Thane,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5500000,8870.967742
4019,750,Thane,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,6650000,8866.666667
551,600,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5300000,8833.333333
3635,1090,Thane,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,9620000,8825.688073
4472,680,Thane,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6000000,8823.529412
4558,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2850000,8796.296296
653,1026,Thane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9000000,8771.929825
3641,960,Thane,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,8420000,8770.833333
5274,907,Thane,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,7929000,8742.006615
6003,550,Thane,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,4800000,8727.272727
4462,657,Thane,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5700000,8675.799087
4557,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2800000,8641.975309
4562,324,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2800000,8641.975309
5499,880,Thane,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7600000,8636.363636
1894,1100,Thane,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9496000,8632.727273
2871,1240,Thane,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,10700000,8629.032258
2872,1230,Thane,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,10600000,8617.886179
5395,990,Thane,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,8500000,8585.858586
4559,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2780000,8580.246914
4467,700,Thane,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,6000000,8571.428571
2870,1260,Thane,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,10800000,8571.428571
1044,1000,Thane,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,8500000,8500
4556,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2750000,8487.654321
2640,1300,Thane,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,11000000,8461.538462
3646,1002,Thane,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1,8400000,8383.233533
5799,334,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2799000,8380.239521
3660,1140,Thane,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,9520000,8350.877193
4611,1200,Thane,3,0,1,1,1,0,1,1,1,1,0,1,0,1,1,10000000,8333.333333
4482,1010,Thane,2,0,1,1,0,0,1,1,1,1,1,1,1,0,0,8400000,8316.831683
3663,1160,Thane,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,9620000,8293.103448
3553,1020,Thane,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1,8400000,8235.294118
2728,645,Thane,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,5299000,8215.503876
3506,976,Thane,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,8000000,8196.721311
5005,1100,Thane,2,1,1,1,1,0,1,1,1,1,1,0,1,1,0,9000000,8181.818182
4821,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2650000,8179.012346
1250,650,Thane,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,5300000,8153.846154
4521,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2640000,8148.148148
3560,1461,Thane,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1,11900000,8145.106092
3716,1083,Thane,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,8800000,8125.577101
4497,1050,Thane,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,8500000,8095.238095
4461,680,Thane,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5500000,8088.235294
4014,520,Thane,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,4200000,8076.923077
4017,1065,Thane,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8600000,8075.117371
4547,560,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4500000,8035.714286
4525,324,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2600000,8024.691358
4552,561,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4500000,8021.390374
4498,750,Thane,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,6000000,8000
2788,1100,Thane,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,8800000,8000
1677,1400,Thane,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11200000,8000
2514,2500,Thane,5,0,1,1,0,0,0,1,1,1,0,0,1,0,1,20000000,8000
5134,932,Thane,2,0,0,1,1,0,1,1,1,1,1,0,1,1,1,7400000,7939.914163
2158,1051,Thane,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8323999,7920.075167
4545,761,Thane,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,6000000,7884.362681
5348,850,Thane,2,0,1,1,1,0,0,1,1,0,1,1,0,1,1,6700000,7882.352941
4549,560,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4400000,7857.142857
4550,560,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4400000,7857.142857
2252,700,Thane,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,5500000,7857.142857
4564,384,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,3000000,7812.5
4755,962,Thane,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,7796.257796
5800,334,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2599000,7781.437126
4468,647,Thane,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5000000,7727.97527
4018,1065,Thane,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8200000,7699.530516
4546,560,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4300000,7678.571429
4553,560,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4300000,7678.571429
5075,625,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4799000,7678.4
4554,560,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4280000,7642.857143
4555,564,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4300000,7624.113475
4548,560,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4250000,7589.285714
4551,560,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4250000,7589.285714
4499,890,Thane,2,0,1,1,1,0,1,0,0,1,1,0,0,0,0,6700000,7528.089888
4061,1730,Thane,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0,13000000,7514.450867
3724,1230,Thane,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9230000,7504.065041
550,600,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,4500000,7500
4544,761,Thane,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,5700000,7490.144547
4820,765,Thane,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,5600000,7320.261438
563,275,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2000000,7272.727273
2720,902,Thane,2,0,1,1,1,0,0,1,1,1,0,0,0,1,1,6500000,7206.208426
2725,615,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4399000,7152.845528
2572,1800,Thane,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1,12800000,7111.111111
4520,761,Thane,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,5400000,7095.926413
3802,910,Thane,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,6448999,7086.812088
5859,615,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4299000,6990.243902
2719,588,Thane,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,4099000,6971.088435
2571,1206,Thane,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,8400000,6965.174129
2722,590,Thane,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,4099000,6947.457627
3504,1860,Thane,3,1,1,1,1,0,1,1,1,1,0,1,0,1,1,12900000,6935.483871
2430,945,Thane,2,0,1,1,1,0,0,1,1,1,1,1,0,1,1,6498999,6877.247619
4539,664,Thane,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,4500000,6777.108434
1685,384,Thane,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2600000,6770.833333
2232,625,Thane,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,4199000,6718.4
5861,902,Thane,2,0,1,1,1,0,0,1,1,1,1,1,0,1,1,5999000,6650.776053
5254,901,Thane,2,1,1,1,1,0,0,1,1,0,1,1,0,1,1,5990000,6648.168701
5255,901,Thane,2,1,1,1,1,0,0,1,1,1,1,1,0,1,1,5990000,6648.168701
5862,902,Thane,2,1,1,1,1,0,0,1,1,1,1,1,0,1,1,5990000,6640.798226
5076,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1,6000000,6629.834254
5860,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1,5999000,6628.729282
2727,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,5990000,6618.78453
6250,660,Thane,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4350000,6590.909091
2717,945,Thane,2,0,1,1,1,0,0,1,1,1,1,1,0,1,1,5999000,6348.148148
2718,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,5699000,6297.237569
5047,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,5690000,6287.292818
2726,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,5599000,6186.740331
2721,902,Thane,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,5499000,6096.452328
2231,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,5399000,5965.745856
2724,905,Thane,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,5299000,5855.248619
1494,1375,Thane,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8000000,5818.181818
566,530,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3000000,5660.377358
553,800,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,4500000,5625
552,600,Thane,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3000000,5000
432,495,Thane,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2100000,4242.424242
2105,575,Thane,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,2436000,4236.521739
564,1065,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,4500000,4225.352113
654,900,Thane,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3500000,3888.888889
549,950,Thane,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3000000,3157.894737
3693,609,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2551000,4188.834154
3692,615,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2574000,4185.365854
3691,618,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2585000,4182.847896
3664,639,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2669000,4176.838811
3882,960,Titwala,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4000000,4166.666667
3681,550,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2283000,4150.909091
3680,575,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2378000,4135.652174
3657,650,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2684000,4129.230769
3682,590,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2435000,4127.118644
3665,675,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2779000,4117.037037
3687,820,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3329999,4060.97439
3631,845,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3425000,4053.254438
3840,845,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3424000,4052.071006
1374,645,Titwala,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2580000,4000
3878,650,Titwala,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2600000,4000
3710,670,Titwala,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2582000,3853.731343
3842,670,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2582000,3853.731343
3731,565,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2156000,3815.929204
3730,570,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2174000,3814.035088
3655,580,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2210000,3810.344828
2103,640,Titwala,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2394000,3740.625
2104,640,Titwala,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,2394000,3740.625
3616,830,Titwala,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,3614.457831
3617,830,Titwala,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3000000,3614.457831
239,573,Ulwe,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,11200000,19546.24782
2554,2905,Ulwe,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,45000000,15490.53356
2547,1215,Ulwe,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,16000000,13168.72428
557,1350,Ulwe,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,16000000,11851.85185
3841,2950,Ulwe,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1,33400000,11322.0339
1648,2900,Ulwe,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,32300000,11137.93103
3830,3400,Ulwe,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,37400000,11000
4372,650,Ulwe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,10769.23077
4371,650,Ulwe,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6998999,10767.69077
466,540,Ulwe,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,5800000,10740.74074
2632,1240,Ulwe,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,13000000,10483.87097
6080,1150,Ulwe,3,0,1,0,1,0,1,0,1,1,1,1,0,0,0,12000000,10434.78261
6081,1150,Ulwe,3,0,1,1,1,0,1,0,1,1,1,1,1,0,0,12000000,10434.78261
469,1500,Ulwe,3,0,0,1,1,0,1,1,1,1,1,0,0,1,1,15500000,10333.33333
314,1665,Ulwe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16800000,10090.09009
5496,1240,Ulwe,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,12500000,10080.64516
4493,1142,Ulwe,2,1,1,1,0,0,0,1,1,1,0,0,1,0,0,11500000,10070.05254
2544,2905,Ulwe,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,29200000,10051.63511
2555,2905,Ulwe,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29200000,10051.63511
5470,1250,Ulwe,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,12500000,10000
2565,1700,Ulwe,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17000000,10000
3839,1215,Ulwe,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,12100000,9958.847737
2546,1690,Ulwe,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,16800000,9940.828402
2635,1660,Ulwe,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500000,9939.759036
2636,1660,Ulwe,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,16500000,9939.759036
3781,1660,Ulwe,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1,16500000,9939.759036
315,1640,Ulwe,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16299999,9939.02378
1421,900,Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8800000,9777.777778
6237,1385,Ulwe,3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,13500000,9747.292419
3829,1150,Ulwe,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,11200000,9739.130435
3785,1650,Ulwe,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,16000000,9696.969697
3770,1350,Ulwe,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,13000000,9629.62963
6013,1350,Ulwe,3,0,0,1,1,0,1,1,1,1,0,0,1,1,0,13000000,9629.62963
470,1440,Ulwe,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,13799999,9583.332639
1815,1150,Ulwe,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,11000000,9565.217391
1408,686,Ulwe,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,6500000,9475.218659
3791,1220,Ulwe,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,11500000,9426.229508
316,1650,Ulwe,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,15500000,9393.939394
2466,800,Ulwe,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7500000,9375
477,1560,Ulwe,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14500000,9294.871795
4122,1240,Ulwe,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,11500000,9274.193548
5492,1240,Ulwe,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11500000,9274.193548
829,1136,Ulwe,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10500000,9242.957746
4370,920,Ulwe,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8500000,9239.130435
4424,650,Ulwe,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6000000,9230.769231
4436,650,Ulwe,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6000000,9230.769231
4437,650,Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,9230.769231
6074,1140,Ulwe,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,10500000,9210.526316
468,3000,Ulwe,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,27500000,9166.666667
1409,930,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,8500000,9139.784946
5215,1260,Ulwe,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,11500000,9126.984127
6232,1260,Ulwe,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,11500000,9126.984127
6275,879,Ulwe,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0,8000000,9101.251422
4518,1100,Ulwe,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,10000000,9090.909091
4242,1650,Ulwe,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,15000000,9090.909091
4423,1050,Ulwe,2,1,1,1,0,0,1,1,1,1,0,0,1,1,1,9500000,9047.619048
1387,693,Ulwe,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6200000,8946.608947
310,1230,Ulwe,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,11000000,8943.089431
6273,650,Ulwe,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,5800000,8923.076923
2557,1850,Ulwe,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,16500000,8918.918919
1203,1245,Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,11100000,8915.662651
6236,1660,Ulwe,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14800000,8915.662651
6037,700,Ulwe,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,6200000,8857.142857
1417,1187,Ulwe,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,10500000,8845.829823
6087,735,Ulwe,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,6500000,8843.537415
1077,1190,Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10500000,8823.529412
4417,1250,Ulwe,2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,11000000,8800
6284,1250,Ulwe,2,0,1,1,1,1,1,1,1,1,1,0,1,0,0,11000000,8800
4532,1538,Ulwe,3,1,1,1,1,0,0,1,1,1,0,0,1,0,1,13500000,8777.63329
1638,1655,Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,14500000,8761.329305
5488,1660,Ulwe,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14500000,8734.939759
462,687,Ulwe,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,6000000,8733.624454
1422,620,Ulwe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5400000,8709.677419
1259,690,Ulwe,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,6000000,8695.652174
4368,920,Ulwe,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8000000,8695.652174
3780,1156,Ulwe,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,10000000,8650.519031
1640,1100,Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9500000,8636.363636
4421,1100,Ulwe,2,1,1,1,0,0,0,1,1,1,0,0,1,0,0,9500000,8636.363636
5869,1100,Ulwe,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9500000,8636.363636
4420,1050,Ulwe,2,0,1,1,1,0,1,1,1,1,1,0,1,1,0,9000000,8571.428571
3798,1650,Ulwe,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,14100000,8545.454545
6154,1548,Ulwe,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1,13200000,8527.131783
2561,1350,Ulwe,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,11500000,8518.518519
4483,670,Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700000,8507.462687
4484,670,Ulwe,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,5700000,8507.462687
4535,1000,Ulwe,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,8500000,8500
4536,1000,Ulwe,2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,8500000,8500
1634,3000,Ulwe,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,25500000,8500
6156,1180,Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10000000,8474.576271
463,1310,Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,11100000,8473.282443
4422,1653,Ulwe,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14000000,8469.449486
377,650,Ulwe,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5500000,8461.538462
3485,650,Ulwe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5500000,8461.538462
4373,650,Ulwe,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5500000,8461.538462
1423,1220,Ulwe,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10300000,8442.622951
6231,1635,Ulwe,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,13799999,8440.366361
5988,1150,Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9700000,8434.782609
370,890,Ulwe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7500000,8426.966292
6266,1165,Ulwe,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800000,8412.017167
4837,750,Ulwe,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,6300000,8400
4075,670,Ulwe,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,5600000,8358.208955
4380,670,Ulwe,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,5600000,8358.208955
4428,420,Ulwe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3499000,8330.952381
381,890,Ulwe,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7400000,8314.606742
4438,650,Ulwe,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5400000,8307.692308
2473,1565,Ulwe,3,0,1,1,0,0,0,1,1,1,0,0,0,0,1,13000000,8306.709265
4418,1450,Ulwe,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,8275.862069
4419,1450,Ulwe,3,1,1,1,0,0,0,1,1,1,0,0,1,0,0,12000000,8275.862069
4698,1210,Ulwe,2,1,1,1,1,0,1,1,1,1,0,1,0,1,1,10000000,8264.46281
3793,1150,Ulwe,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,9500000,8260.869565
6230,1635,Ulwe,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,13500000,8256.880734
1405,1045,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,8600000,8229.665072
1643,1690,Ulwe,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13899999,8224.851479
4359,1586,Ulwe,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1,13000000,8196.721311
240,1100,Ulwe,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,9000000,8181.818182
1396,1100,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,9000000,8181.818182
4491,1100,Ulwe,2,1,1,1,0,0,0,1,1,1,0,0,1,0,0,9000000,8181.818182
1647,1040,Ulwe,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8500000,8173.076923
2371,1127,Ulwe,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9200000,8163.265306
4429,650,Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300000,8153.846154
4287,675,Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,8148.148148
4537,1350,Ulwe,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,11000000,8148.148148
1288,850,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,6900000,8117.647059
1384,1085,Ulwe,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,8800000,8110.599078
4379,1050,Ulwe,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,8500000,8095.238095
6043,1100,Ulwe,2,1,1,1,1,0,0,1,1,1,1,0,1,1,0,8900000,8090.909091
2710,650,Ulwe,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,5250000,8076.923077
